position.x,position.y,position.z,rotation.x,rotation.y,rotation.z,rotation.w,localScale.x,localScale.y,localScale.z,localPosition.x,localPosition.y,localPosition.z,localRotation.x,localRotation.y,localRotation.z,localRotation.w,frame,timeStamp,
0.1181703,1.57605,1.367934,-0.08542849,0.9277467,0.3629999,-0.01480337,1,1,1,0,0,0,0,0,0,1,5320,76.13091,
0.1181433,1.575068,1.368432,-0.08513761,0.9263045,0.3667965,-0.01311444,1,1,1,0,0,0,0,0,0,1,5321,76.26807,
0.1182038,1.574358,1.369502,-0.08546503,0.925476,0.3689049,-0.009952409,1,1,1,0,0,0,0,0,0,1,5322,76.28778,
0.1181644,1.574582,1.369723,-0.08505858,0.9259564,0.3677995,-0.009659811,1,1,1,0,0,0,0,0,0,1,5323,76.29827,
0.1181463,1.574609,1.370022,-0.08505817,0.9260362,0.3676009,-0.009566901,1,1,1,0,0,0,0,0,0,1,5324,76.31244,
0.11821,1.574587,1.370044,-0.08536623,0.9258511,0.3679984,-0.009459479,1,1,1,0,0,0,0,0,0,1,5325,76.32584,
0.1182355,1.574473,1.370162,-0.0852875,0.9256296,0.3685708,-0.00956398,1,1,1,0,0,0,0,0,0,1,5326,76.3391,
0.1182767,1.574327,1.370231,-0.08492074,0.9254055,0.3692183,-0.009547966,1,1,1,0,0,0,0,0,0,1,5327,76.35238,
0.118325,1.574162,1.370297,-0.08574702,0.925027,0.369985,-0.009151193,1,1,1,0,0,0,0,0,0,1,5328,76.36616,
0.1183728,1.574158,1.370287,-0.08584824,0.9249684,0.3701121,-0.008985563,1,1,1,0,0,0,0,0,0,1,5329,76.38004,
0.1184205,1.574033,1.370463,-0.08536829,0.9251963,0.3696581,-0.00877229,1,1,1,0,0,0,0,0,0,1,5330,76.39322,
0.1184518,1.573914,1.370645,-0.08507045,0.9251622,0.3698218,-0.008360458,1,1,1,0,0,0,0,0,0,1,5331,76.40654,
0.1184935,1.573759,1.370746,-0.08521847,0.9249299,0.3703782,-0.007912813,1,1,1,0,0,0,0,0,0,1,5332,76.42057,
0.118541,1.573533,1.370814,-0.0850612,0.9246713,0.3710709,-0.007346695,1,1,1,0,0,0,0,0,0,1,5333,76.43429,
0.1186121,1.573337,1.37091,-0.08465543,0.9242381,0.3722441,-0.007183024,1,1,1,0,0,0,0,0,0,1,5334,76.44762,
0.1187314,1.573136,1.371078,-0.08424371,0.9241685,0.3725141,-0.006989685,1,1,1,0,0,0,0,0,0,1,5335,76.46162,
0.1188717,1.572924,1.371255,-0.08406893,0.9239766,0.37303,-0.00694715,1,1,1,0,0,0,0,0,0,1,5336,76.47538,
0.118943,1.572832,1.371223,-0.08408583,0.923767,0.3735442,-0.006996549,1,1,1,0,0,0,0,0,0,1,5337,76.48949,
0.1190642,1.572575,1.37126,-0.08365177,0.9233639,0.3746379,-0.006927119,1,1,1,0,0,0,0,0,0,1,5338,76.50291,
0.1191997,1.572306,1.371231,-0.08381065,0.9227558,0.3761027,-0.006645258,1,1,1,0,0,0,0,0,0,1,5339,76.51655,
0.1192986,1.572104,1.371263,-0.0840126,0.9223538,0.3770476,-0.006359828,1,1,1,0,0,0,0,0,0,1,5340,76.52995,
0.1193786,1.571947,1.37138,-0.08374203,0.9224039,0.376991,-0.006011002,1,1,1,0,0,0,0,0,0,1,5341,76.54388,
0.1194252,1.57183,1.371517,-0.08325469,0.9224454,0.3770038,-0.005592125,1,1,1,0,0,0,0,0,0,1,5342,76.55779,
0.1194732,1.571681,1.371613,-0.08266087,0.9223648,0.3773394,-0.005026072,1,1,1,0,0,0,0,0,0,1,5343,76.57196,
0.119483,1.571525,1.371656,-0.08218871,0.9218858,0.3786184,-0.00443886,1,1,1,0,0,0,0,0,0,1,5344,76.58538,
0.1195073,1.571307,1.371667,-0.08173808,0.921612,0.3793867,-0.004004811,1,1,1,0,0,0,0,0,0,1,5345,76.59952,
0.119534,1.571162,1.371693,-0.08152654,0.9214289,0.3798807,-0.003604189,1,1,1,0,0,0,0,0,0,1,5346,76.61358,
0.1195303,1.571081,1.371758,-0.08127142,0.9215281,0.3796974,-0.003292618,1,1,1,0,0,0,0,0,0,1,5347,76.62701,
0.1195313,1.571007,1.371813,-0.08103724,0.9214535,0.379931,-0.002960967,1,1,1,0,0,0,0,0,0,1,5348,76.64072,
0.1195586,1.570932,1.371818,-0.08056234,0.9212375,0.3805577,-0.002671189,1,1,1,0,0,0,0,0,0,1,5349,76.65489,
