position.x,position.y,position.z,rotation.x,rotation.y,rotation.z,rotation.w,localScale.x,localScale.y,localScale.z,localPosition.x,localPosition.y,localPosition.z,localRotation.x,localRotation.y,localRotation.z,localRotation.w,frame,timeStamp,
-0.2351869,0.8530313,1.4252,-0.2757428,-0.2660384,0.5770828,-0.7212248,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2735,40.07592,
-0.2351869,0.8530312,1.4252,-0.2757477,-0.2660403,0.5770814,-0.7212233,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2736,40.09674,
-0.235187,0.8530309,1.4252,-0.2757497,-0.2660352,0.577087,-0.7212199,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2737,40.10505,
-0.2351869,0.8530312,1.4252,-0.2757373,-0.266036,0.5770844,-0.7212265,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2738,40.11703,
-0.235187,0.8530312,1.4252,-0.275741,-0.26604,0.5770854,-0.7212228,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2739,40.1302,
-0.2351869,0.8530313,1.4252,-0.2757428,-0.2660384,0.5770828,-0.7212248,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2740,40.14545,
-0.2351871,0.853031,1.4252,-0.2757483,-0.2660409,0.5770872,-0.7212182,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2741,40.16041,
-0.2351869,0.8530311,1.4252,-0.2757474,-0.2660359,0.5770838,-0.7212231,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2742,40.17691,
-0.2351869,0.8530314,1.4252,-0.2757427,-0.2660431,0.5770801,-0.7212251,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2743,40.19074,
-0.2351869,0.8530312,1.4252,-0.2757373,-0.266036,0.5770844,-0.7212265,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2744,40.20497,
-0.2351869,0.8530312,1.4252,-0.2757521,-0.2660379,0.5770824,-0.7212217,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2745,40.22031,
-0.2351869,0.8530312,1.4252,-0.2757477,-0.2660403,0.5770814,-0.7212233,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2746,40.23466,
-0.2351869,0.8530313,1.4252,-0.2757428,-0.2660384,0.5770828,-0.7212248,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2747,40.24833,
-0.2351869,0.8530311,1.4252,-0.275742,-0.2660336,0.5770854,-0.7212247,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2748,40.26265,
-0.2351869,0.8530312,1.4252,-0.2757521,-0.2660379,0.5770824,-0.7212217,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2749,40.2766,
-0.235187,0.8530312,1.4252,-0.275746,-0.2660419,0.5770838,-0.7212214,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2750,40.29012,
-0.2351868,0.8530315,1.4252,-0.2757391,-0.2660395,0.5770788,-0.721229,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2751,40.30457,
-0.2351869,0.8530312,1.4252,-0.2757373,-0.266036,0.5770844,-0.7212265,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2752,40.31918,
-0.235187,0.853031,1.4252,-0.2757558,-0.2660359,0.5770832,-0.7212203,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2753,40.33298,
-0.2351868,0.8530315,1.4252,-0.2757441,-0.2660415,0.5770776,-0.7212272,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2754,40.34694,
-0.235187,0.853031,1.4252,-0.2757457,-0.2660374,0.5770863,-0.7212211,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2755,40.36059,
-0.235187,0.853031,1.4252,-0.2757457,-0.2660374,0.5770863,-0.7212211,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2756,40.37427,
-0.2351871,0.8530309,1.4252,-0.2757434,-0.266039,0.5770891,-0.7212192,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2757,40.38819,
-0.2351869,0.8530312,1.4252,-0.2757533,-0.2660366,0.5770802,-0.7212234,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2758,40.4024,
-0.235187,0.853031,1.4252,-0.2757457,-0.2660374,0.5770863,-0.7212211,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2759,40.41639,
-0.235187,0.8530312,1.425199,-0.2757333,-0.266045,0.5770873,-0.7212222,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2760,40.43018,
-0.2351869,0.8530312,1.4252,-0.2757521,-0.2660379,0.5770824,-0.7212217,0.0025,0.0025,0.0025,0,0,0.01,0,0,0.7071068,0.7071068,2761,40.44487,
